img_filename,mask_filename,location,contains_label_0,contains_label_1,contains_label_2,contains_label_3,contains_label_4,contains_label_5,contains_label_6,contains_label_7,contains_label_8,contains_label_9,contains_label_10
img_0.jpg,img_0_l.png,0,True,True,False,False,False,False,False,True,False,False,False
img_1.jpg,img_1_l.png,0,True,False,False,False,False,False,False,True,False,False,False
img_100.jpg,img_100_l.png,0,True,False,True,False,False,True,False,False,False,False,False
img_1000.jpg,img_1000_l.png,3,True,False,False,False,False,False,False,False,False,False,False
img_10000.jpg,img_10000_l.png,3,True,True,False,False,False,False,True,False,False,False,False
img_10001.jpg,img_10001_l.png,0,True,True,False,False,False,False,True,False,False,False,False
img_10002.jpg,img_10002_l.png,1,True,False,False,False,False,False,True,False,False,False,False
img_10003.jpg,img_10003_l.png,0,True,False,False,False,True,False,False,False,False,False,False
img_10004.jpg,img_10004_l.png,0,True,False,False,False,False,False,False,False,False,False,False
img_10008.jpg,img_10008_l.png,0,True,True,True,False,False,False,False,False,False,False,False
img_10009.jpg,img_10009_l.png,3,True,False,True,False,False,False,False,False,False,False,False
img_1001.jpg,img_1001_l.png,3,True,True,False,False,False,False,False,False,False,False,False
img_10010.jpg,img_10010_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10011.jpg,img_10011_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10012.jpg,img_10012_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10016.jpg,img_10016_l.png,2,True,False,False,False,False,False,False,False,False,False,False
img_10017.jpg,img_10017_l.png,3,True,False,True,False,False,False,False,False,False,False,False
img_10018.jpg,img_10018_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10019.jpg,img_10019_l.png,2,True,False,False,False,False,False,False,False,False,False,False
img_1002.jpg,img_1002_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10020.jpg,img_10020_l.png,0,True,False,False,False,False,False,False,False,False,False,False
img_10022.jpg,img_10022_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10023.jpg,img_10023_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10024.jpg,img_10024_l.png,2,True,False,False,False,False,False,False,False,False,False,False
img_10025.jpg,img_10025_l.png,3,True,False,True,False,False,False,False,False,False,False,False
img_10026.jpg,img_10026_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10029.jpg,img_10029_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_1003.jpg,img_1003_l.png,3,True,True,False,False,True,False,False,False,False,False,False
img_10030.jpg,img_10030_l.png,3,True,False,True,False,False,False,False,False,False,False,False
img_10031.jpg,img_10031_l.png,3,True,False,True,False,False,False,False,False,False,False,False
img_10033.jpg,img_10033_l.png,0,True,False,False,False,False,False,False,False,False,False,False
img_10035.jpg,img_10035_l.png,0,True,False,True,False,False,True,False,False,False,False,False
img_10036.jpg,img_10036_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10037.jpg,img_10037_l.png,0,True,False,False,False,False,False,False,False,False,False,False
img_10038.jpg,img_10038_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10039.jpg,img_10039_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_1004.jpg,img_1004_l.png,0,True,True,True,False,False,False,False,False,False,False,False
img_10041.jpg,img_10041_l.png,2,True,False,True,False,False,False,False,False,False,False,False
img_10042.jpg,img_10042_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10045.jpg,img_10045_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10046.jpg,img_10046_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10047.jpg,img_10047_l.png,2,True,False,True,False,False,False,False,False,False,False,False
img_10048.jpg,img_10048_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10049.jpg,img_10049_l.png,0,True,False,True,False,False,False,False,False,True,False,False
img_10050.jpg,img_10050_l.png,3,True,False,True,False,False,False,False,False,False,False,False
img_10051.jpg,img_10051_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10053.jpg,img_10053_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10055.jpg,img_10055_l.png,3,True,False,True,False,True,False,False,False,False,False,False
img_10057.jpg,img_10057_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10058.jpg,img_10058_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10060.jpg,img_10060_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10061.jpg,img_10061_l.png,2,True,False,True,False,False,False,False,False,False,False,False
img_10062.jpg,img_10062_l.png,2,True,True,True,False,False,False,False,False,False,False,False
img_10063.jpg,img_10063_l.png,1,True,False,False,False,False,False,False,False,False,False,False
img_10065.jpg,img_10065_l.png,1,True,False,True,False,True,False,False,False,False,False,False
img_10067.jpg,img_10067_l.png,3,True,False,True,False,False,False,False,False,False,False,False
img_10069.jpg,img_10069_l.png,3,True,True,True,False,False,False,False,False,False,False,False
img_10071.jpg,img_10071_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10072.jpg,img_10072_l.png,0,True,True,True,True,False,False,False,False,False,False,False
img_10074.jpg,img_10074_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10076.jpg,img_10076_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10077.jpg,img_10077_l.png,0,True,True,True,False,False,False,False,False,False,False,False
img_10078.jpg,img_10078_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10079.jpg,img_10079_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_1008.jpg,img_1008_l.png,0,True,True,True,False,False,False,False,False,False,False,False
img_10080.jpg,img_10080_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10082.jpg,img_10082_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10083.jpg,img_10083_l.png,3,True,True,False,False,False,False,False,False,False,False,False
img_10084.jpg,img_10084_l.png,1,True,False,False,False,False,False,False,False,False,False,False
img_10087.jpg,img_10087_l.png,3,True,False,False,False,False,False,False,False,False,False,False
img_10088.jpg,img_10088_l.png,0,True,False,True,False,False,True,False,False,False,False,False
img_10089.jpg,img_10089_l.png,1,True,False,True,False,False,True,False,False,False,False,False
img_1009.jpg,img_1009_l.png,0,True,False,True,False,True,False,False,False,False,False,False
img_10090.jpg,img_10090_l.png,0,True,True,True,False,False,False,False,True,False,False,False
img_10091.jpg,img_10091_l.png,0,True,True,False,False,False,True,False,True,False,False,False
img_10092.jpg,img_10092_l.png,1,True,False,False,False,False,False,False,False,False,False,False
img_10093.jpg,img_10093_l.png,0,True,True,False,False,False,True,False,True,False,False,False
img_10094.jpg,img_10094_l.png,2,True,True,False,False,False,False,False,False,False,False,False
img_10095.jpg,img_10095_l.png,3,True,False,False,False,False,False,False,False,False,False,False
img_10097.jpg,img_10097_l.png,3,True,False,False,True,False,True,False,False,False,False,False
img_101.jpg,img_101_l.png,0,True,True,True,False,False,True,False,False,False,False,False
img_1010.jpg,img_1010_l.png,3,True,True,False,False,True,False,False,False,False,False,False
img_10100.jpg,img_10100_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_10101.jpg,img_10101_l.png,0,True,False,False,False,False,True,False,False,False,False,False
img_10102.jpg,img_10102_l.png,0,True,False,False,False,False,False,False,False,False,False,False
img_10104.jpg,img_10104_l.png,0,True,False,True,False,False,False,False,False,False,False,False
img_10105.jpg,img_10105_l.png,3,True,False,False,False,False,False,False,False,False,False,False
img_10106.jpg,img_10106_l.png,0,True,True,False,False,False,True,False,False,False,False,False
img_10107.jpg,img_10107_l.png,3,True,False,False,False,False,True,False,False,False,False,False
img_10108.jpg,img_10108_l.png,2,True,False,False,False,False,True,False,False,False,False,False
img_10109.jpg,img_10109_l.png,1,True,False,True,False,False,False,False,False,False,False,False
img_1011.jpg,img_1011_l.png,0,True,False,True,True,True,True,False,False,False,False,False
img_10111.jpg,img_10111_l.png,0,True,False,False,True,False,True,False,False,False,False,False
img_10112.jpg,img_10112_l.png,0,True,False,True,False,True,True,False,False,False,False,False
img_10114.jpg,img_10114_l.png,0,True,True,True,False,False,False,False,False,False,False,False
img_10115.jpg,img_10115_l.png,0,True,True,True,False,False,True,False,False,False,False,False
img_10116.jpg,img_10116_l.png,1,True,True,True,False,False,True,False,False,False,False,False
img_10117.jpg,img_10117_l.png,0,True,True,False,True,False,False,False,False,False,False,False
img_10118.jpg,img_10118_l.png,3,True,True,False,False,False,False,False,False,False,False,False
img_10119.jpg,img_10119_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_1012.jpg,img_1012_l.png,1,True,True,False,False,True,False,False,False,False,False,False
img_10120.jpg,img_10120_l.png,3,True,True,False,True,False,False,False,False,False,False,False
img_10121.jpg,img_10121_l.png,2,True,False,False,True,False,False,False,False,False,False,False
img_10124.jpg,img_10124_l.png,3,True,True,False,False,False,False,False,False,False,False,False
img_10125.jpg,img_10125_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10126.jpg,img_10126_l.png,2,True,True,False,False,False,False,False,False,False,False,False
img_10127.jpg,img_10127_l.png,0,True,False,False,True,False,False,False,False,False,False,False
img_10129.jpg,img_10129_l.png,2,True,True,False,False,False,False,False,False,False,False,False
img_1013.jpg,img_1013_l.png,0,True,False,True,False,True,False,False,False,False,False,False
img_10130.jpg,img_10130_l.png,1,True,True,False,False,False,False,False,False,False,False,False
img_10131.jpg,img_10131_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10132.jpg,img_10132_l.png,2,True,True,False,False,False,False,False,False,False,False,False
img_10133.jpg,img_10133_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10134.jpg,img_10134_l.png,0,True,False,False,True,False,False,False,False,False,False,False
img_10135.jpg,img_10135_l.png,2,True,True,False,False,False,False,False,False,False,False,False
img_10136.jpg,img_10136_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10137.jpg,img_10137_l.png,2,True,True,False,False,False,False,False,False,False,False,False
img_10138.jpg,img_10138_l.png,3,True,False,False,True,False,False,False,False,False,False,False
img_10139.jpg,img_10139_l.png,2,True,True,False,False,False,False,False,False,False,False,False
img_1014.jpg,img_1014_l.png,3,True,False,True,False,True,False,False,False,False,False,False
img_10140.jpg,img_10140_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10141.jpg,img_10141_l.png,0,True,True,False,False,False,False,False,False,False,False,False
img_10142.jpg,img_10142_l.png,1,True,True,False,True,False,False,False,False,False,False,False
img_10143.jpg,img_10143_l.png,1,True,False,True,False,False,True,False,False,False,False,False
img_10144.jpg,img_10144_l.png,3,True,True,True,False,False,False,False,False,False,False,False
img_10145.jpg,img_10145_l.png,0,True,True,False,False,False,False,False,False,False,False,False
